lat,long,name,status,stream
35.48529973,-79.48295116,High Falls dam to Carbonton Bridge,free,Deep River
35.4848105,-79.48189974,High Falls dam to Carbonton Bridge,free,Deep River
35.48377963,-79.47996855,High Falls dam to Carbonton Bridge,free,Deep River
35.48140333,-79.47662115,High Falls dam to Carbonton Bridge,free,Deep River
35.48103639,-79.47445393,High Falls dam to Carbonton Bridge,free,Deep River
35.48077429,-79.47084904,High Falls dam to Carbonton Bridge,free,Deep River
35.48152564,-79.46988344,High Falls dam to Carbonton Bridge,free,Deep River
35.48299336,-79.46930408,High Falls dam to Carbonton Bridge,free,Deep River
35.48550939,-79.46954012,High Falls dam to Carbonton Bridge,free,Deep River
35.48945801,-79.47093487,High Falls dam to Carbonton Bridge,free,Deep River
35.49190395,-79.47059155,High Falls dam to Carbonton Bridge,free,Deep River
35.49272508,-79.46999073,High Falls dam to Carbonton Bridge,free,Deep River
35.49386066,-79.46810246,High Falls dam to Carbonton Bridge,free,Deep River
35.4947167,-79.46464777,High Falls dam to Carbonton Bridge,free,Deep River
35.49431489,-79.46228743,High Falls dam to Carbonton Bridge,free,Deep River
35.49148465,-79.45936918,High Falls dam to Carbonton Bridge,free,Deep River
35.49068099,-79.45715904,High Falls dam to Carbonton Bridge,free,Deep River
35.48661013,-79.45269585,High Falls dam to Carbonton Bridge,free,Deep River
35.48503764,-79.44956303,High Falls dam to Carbonton Bridge,free,Deep River
35.48363985,-79.44535732,High Falls dam to Carbonton Bridge,free,Deep River
35.48498523,-79.4420743,High Falls dam to Carbonton Bridge,free,Deep River
35.4859462,-79.44097996,High Falls dam to Carbonton Bridge,free,Deep River
35.48741384,-79.44091558,High Falls dam to Carbonton Bridge,free,Deep River
35.48954536,-79.44200993,High Falls dam to Carbonton Bridge,free,Deep River
35.49431489,-79.44705248,High Falls dam to Carbonton Bridge,free,Deep River
35.4953631,-79.44726706,High Falls dam to Carbonton Bridge,free,Deep River
35.49803597,-79.44561481,High Falls dam to Carbonton Bridge,free,Deep River
35.4986998,-79.44349051,High Falls dam to Carbonton Bridge,free,Deep River
35.49808837,-79.44164515,High Falls dam to Carbonton Bridge,free,Deep River
35.49483899,-79.4363451,High Falls dam to Carbonton Bridge,free,Deep River
35.49130995,-79.4317317,High Falls dam to Carbonton Bridge,free,Deep River
35.48797293,-79.42759037,High Falls dam to Carbonton Bridge,free,Deep River
35.48641794,-79.42510128,High Falls dam to Carbonton Bridge,free,Deep River
35.48652277,-79.42385674,High Falls dam to Carbonton Bridge,free,Deep River
35.48727406,-79.42233324,High Falls dam to Carbonton Bridge,free,Deep River
35.48889892,-79.42061663,High Falls dam to Carbonton Bridge,free,Deep River
35.48916864,-79.42038059,Carthage Glendon Road to Carbonton Bridge,free,Deep River
35.4902868,-79.4195652,Carthage Glendon Road to Carbonton Bridge,free,Deep River
35.49259296,-79.41673279,Carthage Glendon Road to Carbonton Bridge,free,Deep River
35.49308213,-79.4153595,Carthage Glendon Road to Carbonton Bridge,free,Deep River
35.493307,-79.413964,former Carbonton Pond,former pond,Deep River
35.4933966,-79.4092226,former Carbonton Pond,former pond,Deep River
35.49294237,-79.40124035,former Carbonton Pond,former pond,Deep River
35.4928026,-79.3904686,former Carbonton Pond,former pond,Deep River
35.49154471,-79.38836575,former Carbonton Pond,former pond,Deep River
35.48902887,-79.38634872,former Carbonton Pond,former pond,Deep River
35.48836495,-79.38476086,former Carbonton Pond,former pond,Deep River
35.48717688,-79.3817997,former Carbonton Pond,former pond,Deep River
35.48459101,-79.38119888,former Carbonton Pond,former pond,Deep River
35.4831932,-79.38171387,former Carbonton Pond,former pond,Deep River
35.48256419,-79.38313007,former Carbonton Pond,former pond,Deep River
35.48270397,-79.3840313,former Carbonton Pond,former pond,Deep River
35.48270397,-79.38566208,former Carbonton Pond,former pond,Deep River
35.48162065,-79.38729286,former Carbonton Pond,former pond,Deep River
35.47816092,-79.38969612,former Carbonton Pond,former pond,Deep River
35.47295356,-79.39154148,former Carbonton Pond,former pond,Deep River
35.4709614,-79.39205647,former Carbonton Pond,former pond,Deep River
35.46631282,-79.39136982,former Carbonton Pond,former pond,Deep River
35.46201353,-79.39008236,former Carbonton Pond,former pond,Deep River
35.46117461,-79.38858032,former Carbonton Pond,former pond,Deep River
35.460091,-79.3843317,former Carbonton Pond,former pond,Deep River
35.45778392,-79.38107014,former Carbonton Pond,former pond,Deep River
35.4564206,-79.37888145,former Carbonton Pond,former pond,Deep River
35.45663035,-79.37763691,former Carbonton Pond,former pond,Deep River
35.45907729,-79.37308788,former Carbonton Pond,former pond,Deep River
35.45988127,-79.37240124,former Carbonton Pond,former pond,Deep River
35.46082506,-79.37235832,former Carbonton Pond,former pond,Deep River
35.46526424,-79.37325954,former Carbonton Pond,former pond,Deep River
35.46652254,-79.37321663,former Carbonton Pond,former pond,Deep River
35.46858472,-79.37158585,former Carbonton Pond,former pond,Deep River
35.47277881,-79.36798096,former Carbonton Pond,former pond,Deep River
35.47452629,-79.36596394,former Carbonton Pond,former pond,Deep River
35.47655331,-79.36235905,former Carbonton Pond,former pond,Deep River
35.47749691,-79.36047077,former Carbonton Pond,former pond,Deep River
35.47788133,-79.35686588,former Carbonton Pond,former pond,Deep River
35.47718238,-79.35313225,former Carbonton Pond,former pond,Deep River
35.47760175,-79.35163021,former Carbonton Pond,former pond,Deep River
35.47833565,-79.35124397,former Carbonton Pond,former pond,Deep River
35.4796287,-79.35098648,former Carbonton Pond,former pond,Deep River
35.48060721,-79.35051441,former Carbonton Pond,former pond,Deep River
35.48462595,-79.3471241,former Carbonton Pond,former pond,Deep River
35.48735159,-79.34622288,former Carbonton Pond,former pond,Deep River
35.48867944,-79.34514999,former Carbonton Pond,former pond,Deep River
35.49196401,-79.339571,former Carbonton Pond,former pond,Deep River
35.49294237,-79.33892727,former Carbonton Pond,former pond,Deep River
35.49741471,-79.33605194,former Carbonton Pond,former pond,Deep River
35.49818336,-79.33592319,former Carbonton Pond,former pond,Deep River
35.49919658,-79.33613777,former Carbonton Pond,former pond,Deep River
35.50387819,-79.33897018,former Carbonton Pond,former pond,Deep River
35.50621889,-79.3406868,former Carbonton Pond,former pond,Deep River
35.5078259,-79.34244633,former Carbonton Pond,former pond,Deep River
35.50897874,-79.34446335,former Carbonton Pond,former pond,Deep River
35.51229741,-79.34819698,former Carbonton Pond,former pond,Deep River
35.51299607,-79.34982777,former Carbonton Pond,former pond,Deep River
35.51352005,-79.35072899,former Carbonton Pond,former pond,Deep River
35.5146728,-79.35154438,former Carbonton Pond,former pond,Deep River
35.51561595,-79.35163021,former Carbonton Pond,former pond,Deep River
35.51687347,-79.3507719,former Carbonton Pond,former pond,Deep River
35.51868984,-79.34965611,former Carbonton Pond,former pond,Deep River
35.5197028,-79.34871197,former Carbonton Pond,former pond,Deep River
35.51991238,-79.34845448,former Carbonton Pond,removed dam,Deep River
35.51994731,-79.34772491,Carbonton Bridge to US 421,free,Deep River
35.51956309,-79.34635162,Carbonton Bridge to US 421,free,Deep River
35.51956309,-79.34437752,Carbonton Bridge to US 421,free,Deep River
35.52040139,-79.34141636,Carbonton Bridge to US 421,free,Deep River
35.5213794,-79.33875561,Carbonton Bridge to US 421,free,Deep River
35.52312582,-79.33755398,Carbonton Bridge to US 421,free,Deep River
35.52480235,-79.33549404,Carbonton Bridge to US 421,free,Deep River
35.52518655,-79.33339119,Carbonton Bridge to US 421,free,Deep River
35.52480235,-79.33158875,Carbonton Bridge to US 421,free,Deep River
35.52382438,-79.32768345,Carbonton Bridge to US 421,free,Deep River
35.52399902,-79.32364941,Carbonton Bridge to US 421,free,Deep River
35.5252564,-79.32073116,Carbonton Bridge to US 421,free,Deep River
35.53140333,-79.31128979,Carbonton Bridge to US 421,free,Deep River
35.5325209,-79.31120396,Carbonton Bridge to US 421,free,Deep River
35.53482584,-79.31313515,Carbonton Bridge to US 421,free,Deep River
35.53601321,-79.31450844,Carbonton Bridge to US 421,free,Deep River
35.54065775,-79.32085991,Carbonton Bridge to US 421,free,Deep River
35.54289263,-79.32399273,Carbonton Bridge to US 421,free,Deep River
35.54355609,-79.32403564,Carbonton Bridge to US 421,free,Deep River
35.54442906,-79.32304859,Carbonton Bridge to US 421,free,Deep River
35.54456874,-79.32171822,Carbonton Bridge to US 421,free,Deep River
35.54373069,-79.3200016,Carbonton Bridge to US 421,free,Deep River
35.5432069,-79.31781292,Carbonton Bridge to US 421,free,Deep River
35.54366085,-79.31571007,Carbonton Bridge to US 421,free,Deep River
35.54463858,-79.31279182,Carbonton Bridge to US 421,free,Deep River
35.54603531,-79.31090355,Carbonton Bridge to US 421,free,Deep River
35.54725743,-79.3091011,Carbonton Bridge to US 421,free,Deep River
35.54802561,-79.30682659,Carbonton Bridge to US 421,free,Deep River
35.54827003,-79.30429459,Carbonton Bridge to US 421,free,Deep River
35.54865412,-79.30343628,Carbonton Bridge to US 421,free,Deep River
35.5496667,-79.30317879,Carbonton Bridge to US 421,free,Deep River
35.55130775,-79.30399418,Carbonton Bridge to US 421,free,Deep River
35.55179657,-79.30390835,Carbonton Bridge to US 421,free,Deep River
35.55315827,-79.30051804,Carbonton Bridge to US 421,free,Deep River
35.55357724,-79.29815769,Carbonton Bridge to US 421,free,Deep River
35.55273929,-79.29528236,Carbonton Bridge to US 421,free,Deep River
35.55280912,-79.29352283,Carbonton Bridge to US 421,free,Deep River
35.55500874,-79.28845882,Carbonton Bridge to US 421,free,Deep River
35.55518331,-79.28528309,Carbonton Bridge to US 421,free,Deep River
35.55465959,-79.28416729,Carbonton Bridge to US 421,free,Deep River
35.5523203,-79.28215027,Carbonton Bridge to US 421,free,Deep River
35.55151725,-79.28215027,Carbonton Bridge to US 421,free,Deep River
35.55078402,-79.28343773,Carbonton Bridge to US 421,free,Deep River
35.54917787,-79.28674221,Carbonton Bridge to US 421,free,Deep River
35.54743202,-79.28927422,Carbonton Bridge to US 421,free,Deep River
35.54512743,-79.29129124,Carbonton Bridge to US 421,free,Deep River
35.54355609,-79.2920208,Carbonton Bridge to US 421,free,Deep River
35.54156568,-79.29176331,Carbonton Bridge to US 421,free,Deep River
35.53964506,-79.2903471,Carbonton Bridge to US 421,free,Deep River
35.53978474,-79.28880215,Carbonton Bridge to US 421,free,Deep River
35.53933077,-79.28691387,Carbonton Bridge to US 421,free,Deep River
35.5374101,-79.28395271,Carbonton Bridge to US 421,free,Deep River
35.53541953,-79.28193569,Carbonton Bridge to US 421,free,Deep River
35.53199704,-79.27695751,Carbonton Bridge to US 421,free,Deep River
35.53178749,-79.27545547,Carbonton Bridge to US 421,free,Deep River
35.53220658,-79.27305222,Carbonton Bridge to US 421,free,Deep River
35.5325209,-79.2679882,Carbonton Bridge to US 421,free,Deep River
35.53538461,-79.2632246,Carbonton Bridge to US 421,free,Deep River
35.53779423,-79.26060677,Carbonton Bridge to US 421,free,Deep River
35.54250851,-79.25601482,Carbonton Bridge to US 421,free,Deep River
35.54519727,-79.25348282,Carbonton Bridge to US 421,free,Deep River
35.5454417,-79.25331116,US421 to mouth of Rocky River,free,Deep River
35.54736218,-79.25180912,US421 to mouth of Rocky River,free,Deep River
35.54910803,-79.25000668,US421 to mouth of Rocky River,free,Deep River
35.55085385,-79.24760342,US421 to mouth of Rocky River,free,Deep River
35.55242505,-79.24597263,US421 to mouth of Rocky River,free,Deep River
35.55396131,-79.24489975,US421 to mouth of Rocky River,free,Deep River
35.55731303,-79.24339771,US421 to mouth of Rocky River,free,Deep River
35.56125812,-79.24296856,US421 to mouth of Rocky River,free,Deep River
35.56254983,-79.24318314,US421 to mouth of Rocky River,free,Deep River
35.56513319,-79.24404144,US421 to mouth of Rocky River,free,Deep River
35.56893825,-79.24472809,US421 to mouth of Rocky River,free,Deep River
35.56974113,-79.24408436,US421 to mouth of Rocky River,free,Deep River
35.57033456,-79.24189568,US421 to mouth of Rocky River,free,Deep River
35.57033456,-79.24077988,US421 to mouth of Rocky River,free,Deep River
35.56967132,-79.23863411,US421 to mouth of Rocky River,free,Deep River
35.56841463,-79.23447132,US421 to mouth of Rocky River,free,Deep River
35.56796082,-79.2296648,US421 to mouth of Rocky River,free,Deep River
35.56870917,-79.22309875,US421 to mouth of Rocky River,free,Deep River
35.5671732,-79.22026634,US421 to mouth of Rocky River,free,Deep River
35.56556737,-79.21872139,US421 to mouth of Rocky River,free,Deep River
35.56375206,-79.21983719,US421 to mouth of Rocky River,free,Deep River
35.56179706,-79.22000885,US421 to mouth of Rocky River,free,Deep River
35.55774726,-79.22249794,US421 to mouth of Rocky River,free,Deep River
35.55467487,-79.22678947,US421 to mouth of Rocky River,free,Deep River
35.55348778,-79.22661781,US421 to mouth of Rocky River,free,Deep River
35.55132303,-79.22533035,US421 to mouth of Rocky River,free,Deep River
35.55083421,-79.22404289,US421 to mouth of Rocky River,free,Deep River
35.55118337,-79.22292709,US421 to mouth of Rocky River,free,Deep River
35.55285931,-79.22112465,US421 to mouth of Rocky River,free,Deep River
35.55404641,-79.21863556,US421 to mouth of Rocky River,free,Deep River
35.55544298,-79.21520233,US421 to mouth of Rocky River,free,Deep River
35.55669987,-79.21030998,US421 to mouth of Rocky River,free,Deep River
35.55732831,-79.20799255,US421 to mouth of Rocky River,free,Deep River
35.55802657,-79.20413017,US421 to mouth of Rocky River,free,Deep River
35.55816622,-79.20104027,US421 to mouth of Rocky River,free,Deep River
35.55886447,-79.19940948,US421 to mouth of Rocky River,free,Deep River
35.5604006,-79.19923782,US421 to mouth of Rocky River,free,Deep River
35.56403134,-79.19923782,US421 to mouth of Rocky River,free,Deep River
35.56670411,-79.19992447,US421 to mouth of Rocky River,free,Deep River
35.568275,-79.20035362,US421 to mouth of Rocky River,free,Deep River
35.57047419,-79.20134068,US421 to mouth of Rocky River,free,Deep River
35.57274314,-79.20198441,US421 to mouth of Rocky River,free,Deep River
35.57452334,-79.20194149,US421 to mouth of Rocky River,free,Deep River
35.57658275,-79.20104027,US421 to mouth of Rocky River,free,Deep River
35.57710632,-79.19975281,US421 to mouth of Rocky River,free,Deep River
35.57707141,-79.19820786,US421 to mouth of Rocky River,free,Deep River
35.57892133,-79.19121265,US421 to mouth of Rocky River,free,Deep River
35.57944488,-79.1876936,US421 to mouth of Rocky River,free,Deep River
35.58007314,-79.18640614,US421 to mouth of Rocky River,free,Deep River
35.58087591,-79.18567657,US421 to mouth of Rocky River,free,Deep River
35.58234182,-79.18503284,US421 to mouth of Rocky River,free,Deep River
35.5839822,-79.18391705,US421 to mouth of Rocky River,free,Deep River
35.58523865,-79.18207169,US421 to mouth of Rocky River,free,Deep River
35.58632057,-79.1804409,US421 to mouth of Rocky River,free,Deep River
35.58893806,-79.17778015,US421 to mouth of Rocky River,free,Deep River
35.59347484,-79.17190075,US421 to mouth of Rocky River,free,Deep River
35.59717388,-79.16563511,US421 to mouth of Rocky River,free,Deep River
35.59993059,-79.16323185,US421 to mouth of Rocky River,free,Deep River
35.6010821,-79.16203022,US421 to mouth of Rocky River,free,Deep River
35.60286168,-79.15881157,US421 to mouth of Rocky River,free,Deep River
35.60478079,-79.15696621,US421 to mouth of Rocky River,free,Deep River
35.60621136,-79.15627956,US421 to mouth of Rocky River,free,Deep River
35.60987492,-79.15473461,US421 to mouth of Rocky River,free,Deep River
35.61381741,-79.15155888,US421 to mouth of Rocky River,free,Deep River
35.61660844,-79.15035725,US421 to mouth of Rocky River,free,Deep River
35.61678288,-79.15009975,Rocky River to Lockville Pond,free,Deep River
35.61901562,-79.14808273,Rocky River to Lockville Pond,free,Deep River
35.61995755,-79.14507866,Rocky River to Lockville Pond,free,Deep River
35.62065526,-79.14422035,Rocky River to Lockville Pond,free,Deep River
35.62267859,-79.1426754,Rocky River to Lockville Pond,free,Deep River
35.62379489,-79.14022923,Rocky River to Lockville Pond,free,Deep River
35.62403908,-79.1376543,Rocky River to Lockville Pond,free,Deep River
35.62346077,-79.13364172,Rocky River to Lockville Pond,free,Deep River
35.62358286,-79.13033724,Rocky River to Lockville Pond,free,Deep River
35.62366517,-79.12795544,Rocky River to Lockville Pond,free,Deep River
35.62383959,-79.12576675,Rocky River to Lockville Pond,free,Deep River
35.62453727,-79.12383556,Rocky River to Lockville Pond,free,Deep River
35.62631632,-79.12241936,Rocky River to Lockville Pond,free,Deep River
35.62745001,-79.12151814,Rocky River to Lockville Pond,free,Deep River
35.62811278,-79.11995173,Rocky River to Lockville Pond,free,Deep River
35.62830463,-79.11879301,Rocky River to Lockville Pond,free,Deep River
35.62830463,-79.11789179,Lockville Pond,pond,Deep River
35.62797325,-79.11630392,Lockville Pond,pond,Deep River
35.62661282,-79.11478043,Lockville Pond,pond,Deep River
35.6242582,-79.11368608,Lockville Pond,pond,Deep River
35.62289771,-79.11235571,Lockville Pond,pond,Deep River
35.62258375,-79.10928726,Lockville Pond,pond,Deep River
35.62282794,-79.10666943,Lockville Pond,pond,Deep River
35.62363028,-79.10400867,Lockville Pond,pond,Deep River
35.62411866,-79.10139084,Lockville Pond,pond,Deep River
35.62265352,-79.09785032,Lockville Pond,dam,Deep River
35.6225892,-79.09770012,Lockville to Confluence,free,Deep River
35.61868202,-79.09332275,Lockville to Confluence,free,Deep River
35.61749588,-79.09057617,Lockville to Confluence,free,Deep River
35.61637949,-79.08637047,Lockville to Confluence,free,Deep River
35.61477466,-79.08104897,Lockville to Confluence,free,Deep River
35.61303024,-79.07564163,Lockville to Confluence,free,Deep River
35.61044842,-79.0713501,Lockville to Confluence,free,Deep River
35.60793631,-79.06783104,Lockville to Confluence,free,Deep River
35.60402841,-79.06405449,Lockville to Confluence,free,Deep River
35.60039949,-79.05959129,Lockville to Confluence,free,Deep River
35.59788706,-79.05547142,Lockville to Confluence,free,Deep River
35.59628185,-79.0528965,Lockville to Confluence,free,Deep River
